Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:07:10.780000,HAM,44,0 days 00:01:22.051000,16.0,5.0,,,0 days 00:00:27.139000,0 days 00:00:22.273000,0 days 00:00:32.639000,0 days 01:06:15.868000,0 days 01:06:38.141000,0 days 01:07:10.780000,283.0,292.0,301.0,315.0,False,ULTRASOFT,2.0,False,Mercedes,0 days 01:05:48.729000,2018-03-24 07:01:48.894,1,,False,,False,True
0 days 01:11:01.241000,HAM,44,,17.0,5.0,,0 days 01:08:50.092000,0 days 00:00:31.315000,0 days 00:00:26.065000,,0 days 01:07:42.888000,0 days 01:08:08.873000,,238.0,233.0,,264.0,False,ULTRASOFT,3.0,False,Mercedes,0 days 01:07:10.780000,2018-03-24 07:03:10.945,1,,False,,False,False
0 days 01:13:00.001000,HAM,44,0 days 00:01:58.760000,18.0,6.0,0 days 01:11:06.444000,,0 days 00:00:43.351000,0 days 00:00:26.875000,0 days 00:00:48.534000,0 days 01:11:44.592000,0 days 01:12:11.467000,0 days 01:13:00.001000,249.0,150.0,305.0,204.0,False,ULTRASOFT,1.0,True,Mercedes,0 days 01:11:01.241000,2018-03-24 07:07:01.406,1,,False,,False,False
0 days 01:14:21.165000,HAM,44,0 days 00:01:21.164000,19.0,6.0,,,0 days 00:00:26.698000,0 days 00:00:22.066000,0 days 00:00:32.400000,0 days 01:13:26.699000,0 days 01:13:48.765000,0 days 01:14:21.165000,284.0,293.0,302.0,318.0,True,ULTRASOFT,2.0,True,Mercedes,0 days 01:13:00.001000,2018-03-24 07:09:00.166,1,,False,,False,True
0 days 01:16:04.640000,HAM,44,,20.0,6.0,,0 days 01:17:25.986000,0 days 00:00:37.147000,0 days 00:00:33.886000,0 days 00:00:32.400000,0 days 01:15:01.418000,0 days 01:15:32.240000,0 days 01:17:25.986000,201.0,220.0,,218.0,False,ULTRASOFT,3.0,True,Mercedes,0 days 01:14:21.165000,2018-03-24 07:10:21.330,1,,False,,False,False
0 days 00:07:28.464000,RAI,7,0 days 00:01:42.734000,1.0,1.0,0 days 00:05:48.499000,,0 days 00:00:39.377000,0 days 00:00:26.018000,0 days 00:00:37.339000,0 days 00:06:25.115000,0 days 00:06:51.137000,0 days 00:07:29.115000,240.0,271.0,302.0,216.0,False,ULTRASOFT,1.0,True,Ferrari,0 days 00:05:48.499000,2018-03-24 06:01:48.664,,,False,,False,False
0 days 00:08:52.080000,RAI,7,0 days 00:01:23.616000,2.0,1.0,,,0 days 00:00:27.672000,0 days 00:00:22.735000,0 days 00:00:33.209000,0 days 00:07:56.136000,0 days 00:08:18.871000,0 days 00:08:52.080000,282.0,294.0,306.0,313.0,True,ULTRASOFT,2.0,True,Ferrari,0 days 00:07:28.464000,2018-03-24 06:03:28.629,,,False,,False,False
0 days 00:10:32.056000,RAI,7,0 days 00:01:39.976000,3.0,1.0,,,0 days 00:00:33.214000,0 days 00:00:27.164000,0 days 00:00:39.598000,0 days 00:09:25.294000,0 days 00:09:52.458000,0 days 00:10:32.056000,243.0,256.0,304.0,265.0,False,ULTRASOFT,3.0,True,Ferrari,0 days 00:08:52.080000,2018-03-24 06:04:52.245,,,False,,False,False
0 days 00:11:55.152000,RAI,7,0 days 00:01:23.096000,4.0,1.0,,,0 days 00:00:27.442000,0 days 00:00:22.661000,0 days 00:00:32.993000,0 days 00:10:59.498000,0 days 00:11:22.159000,0 days 00:11:55.152000,285.0,296.0,303.0,317.0,True,ULTRASOFT,4.0,True,Ferrari,0 days 00:10:32.056000,2018-03-24 06:06:32.221,,,False,,False,False
0 days 00:31:07.425000,RAI,7,,5.0,1.0,,0 days 00:13:37.737000,0 days 00:00:33.356000,0 days 00:00:29.765000,,0 days 00:12:28.586000,0 days 00:12:58.268000,,241.0,257.0,,271.0,False,ULTRASOFT,5.0,True,Ferrari,0 days 00:11:55.152000,2018-03-24 06:07:55.317,,,False,,False,False
0 days 00:32:49.973000,RAI,7,0 days 00:01:42.548000,6.0,2.0,0 days 00:31:10.721000,,0 days 00:00:38.923000,0 days 00:00:25.269000,0 days 00:00:38.356000,0 days 00:31:46.348000,0 days 00:32:11.617000,0 days 00:32:49.973000,245.0,272.0,304.0,215.0,False,ULTRASOFT,1.0,True,Ferrari,0 days 00:31:07.425000,2018-03-24 06:27:07.590,,,False,,False,False
0 days 00:34:12.480000,RAI,7,0 days 00:01:22.507000,7.0,2.0,,,0 days 00:00:27.321000,0 days 00:00:22.441000,0 days 00:00:32.745000,0 days 00:33:17.294000,0 days 00:33:39.735000,0 days 00:34:12.480000,285.0,294.0,305.0,316.0,True,ULTRASOFT,2.0,True,Ferrari,0 days 00:32:49.973000,2018-03-24 06:28:50.138,,,False,,False,False
0 days 00:41:16.360000,RAI,7,,8.0,2.0,,0 days 00:35:59.479000,0 days 00:00:32.395000,0 days 00:00:28.252000,,0 days 00:34:45.073000,0 days 00:35:13.107000,,240.0,171.0,,257.0,False,ULTRASOFT,3.0,True,Ferrari,0 days 00:34:12.480000,2018-03-24 06:30:12.645,,,False,,False,False
0 days 00:43:01.170000,RAI,7,0 days 00:01:44.810000,9.0,3.0,0 days 00:41:19.105000,,0 days 00:00:38.185000,0 days 00:00:24.752000,0 days 00:00:41.873000,0 days 00:41:54.545000,0 days 00:42:19.297000,0 days 00:43:01.170000,255.0,274.0,307.0,209.0,False,ULTRASOFT,1.0,True,Ferrari,0 days 00:41:16.360000,2018-03-24 06:37:16.525,,,False,,False,False
0 days 00:52:41.480000,RAI,7,,10.0,3.0,,0 days 00:44:29.235000,0 days 00:00:27.426000,0 days 00:00:22.515000,,0 days 00:43:28.671000,0 days 00:43:51.675000,,280.0,294.0,,321.0,False,ULTRASOFT,2.0,True,Ferrari,0 days 00:43:01.170000,2018-03-24 06:39:01.335,21,,False,,False,False
0 days 01:04:31.722000,RAI,7,,11.0,4.0,0 days 00:52:41.340000,0 days 00:54:29.149000,0 days 00:00:39.683000,0 days 00:00:26.918000,,0 days 00:53:18.284000,0 days 00:53:45.189000,,247.0,269.0,,211.0,False,ULTRASOFT,1.0,True,Ferrari,0 days 00:52:41.480000,2018-03-24 06:48:41.645,125,,False,,False,False
0 days 01:06:13.591000,RAI,7,0 days 00:01:41.869000,12.0,5.0,0 days 01:04:34.474000,,0 days 00:00:37.543000,0 days 00:00:26.088000,0 days 00:00:38.238000,0 days 01:05:09.265000,0 days 01:05:35.353000,0 days 01:06:13.591000,249.0,272.0,305.0,218.0,False,ULTRASOFT,1.0,False,Ferrari,0 days 01:04:34.474000,2018-03-24 07:00:34.639,1,,False,,False,False
0 days 01:07:35.842000,RAI,7,0 days 00:01:22.251000,13.0,5.0,,,0 days 00:00:27.254000,0 days 00:00:22.345000,0 days 00:00:32.652000,0 days 01:06:40.845000,0 days 01:07:03.190000,0 days 01:07:35.842000,284.0,293.0,303.0,317.0,True,ULTRASOFT,2.0,False,Ferrari,0 days 01:06:13.591000,2018-03-24 07:02:13.756,1,,False,,False,True
0 days 01:11:11.731000,RAI,7,,14.0,5.0,,0 days 01:09:10.593000,0 days 00:00:31.319000,0 days 00:00:25.756000,,0 days 01:08:08.573000,0 days 01:08:33.287000,,246.0,261.0,,272.0,False,ULTRASOFT,3.0,False,Ferrari,0 days 01:07:35.842000,2018-03-24 07:03:36.007,1,,False,,False,False
0 days 01:13:05.627000,RAI,7,0 days 00:01:53.896000,15.0,6.0,0 days 01:11:14.566000,,0 days 00:00:38.690000,0 days 00:00:27.149000,0 days 00:00:48.057000,0 days 01:11:50.421000,0 days 01:12:17.570000,0 days 01:13:05.627000,243.0,270.0,307.0,214.0,False,ULTRASOFT,1.0,True,Ferrari,0 days 01:11:11.731000,2018-03-24 07:07:11.896,1,,False,,False,False
0 days 01:14:27.455000,RAI,7,0 days 00:01:21.828000,16.0,6.0,,,0 days 00:00:26.992000,0 days 00:00:22.204000,0 days 00:00:32.632000,0 days 01:13:32.619000,0 days 01:13:54.823000,0 days 01:14:27.455000,285.0,295.0,305.0,320.0,True,ULTRASOFT,2.0,True,Ferrari,0 days 01:13:05.627000,2018-03-24 07:09:05.792,1,,False,,False,True
0 days 01:17:14.996000,RAI,7,,17.0,6.0,,0 days 01:17:14.996000,0 days 00:00:35.833000,0 days 00:00:32.049000,,0 days 01:15:06.292000,0 days 01:15:35.350000,,183.0,220.0,,213.0,False,ULTRASOFT,3.0,True,Ferrari,0 days 01:14:27.455000,2018-03-24 07:10:27.620,12,,False,,False,False
0 days 00:07:45.314000,VET,5,0 days 00:01:49.810000,1.0,1.0,0 days 00:05:58.356000,,0 days 00:00:41.711000,0 days 00:00:29.189000,0 days 00:00:38.910000,0 days 00:06:37.215000,0 days 00:07:07.045000,0 days 00:07:47.072000,229.0,270.0,302.0,197.0,False,ULTRASOFT,1.0,True,Ferrari,0 days 00:05:58.356000,2018-03-24 06:01:58.521,,,False,,False,False
0 days 00:09:09.235000,VET,5,0 days 00:01:23.921000,2.0,1.0,,,0 days 00:00:28.178000,0 days 00:00:22.602000,0 days 00:00:33.141000,0 days 00:08:13.492000,0 days 00:08:36.094000,0 days 00:09:09.235000,281.0,296.0,302.0,315.0,True,ULTRASOFT,2.0,True,Ferrari,0 days 00:07:45.314000,2018-03-24 06:03:45.479,,,False,,False,False
0 days 00:11:06.796000,VET,5,0 days 00:01:57.561000,3.0,1.0,,,0 days 00:00:37.629000,0 days 00:00:32.920000,0 days 00:00:47.012000,0 days 00:09:46.864000,0 days 00:10:19.784000,0 days 00:11:06.796000,234.0,227.0,304.0,242.0,False,ULTRASOFT,3.0,True,Ferrari,0 days 00:09:09.235000,2018-03-24 06:05:09.400,,,False,,False,False
0 days 00:12:42.275000,VET,5,0 days 00:01:35.479000,4.0,1.0,,,0 days 00:00:27.577000,0 days 00:00:26.504000,0 days 00:00:41.398000,0 days 00:11:34.373000,0 days 00:12:00.877000,0 days 00:12:42.275000,285.0,247.0,265.0,316.0,False,ULTRASOFT,4.0,True,Ferrari,0 days 00:11:06.796000,2018-03-24 06:07:06.961,,,False,,False,False
0 days 00:14:30.720000,VET,5,0 days 00:01:48.445000,5.0,1.0,,,0 days 00:00:33.328000,0 days 00:00:26.668000,0 days 00:00:48.449000,0 days 00:13:15.603000,0 days 00:13:42.271000,0 days 00:14:30.720000,245.0,271.0,306.0,273.0,False,ULTRASOFT,5.0,True,Ferrari,0 days 00:12:42.275000,2018-03-24 06:08:42.440,,,False,,False,False
0 days 00:15:54.068000,VET,5,0 days 00:01:23.348000,6.0,1.0,,,0 days 00:00:27.761000,0 days 00:00:22.463000,0 days 00:00:33.124000,0 days 00:14:58.481000,0 days 00:15:20.944000,0 days 00:15:54.068000,287.0,298.0,305.0,320.0,True,ULTRASOFT,6.0,True,Ferrari,0 days 00:14:30.720000,2018-03-24 06:10:30.885,,,False,,False,False
0 days 00:31:27.064000,VET,5,,7.0,1.0,,0 days 00:17:32.603000,0 days 00:00:32.568000,0 days 00:00:26.284000,,0 days 00:16:26.962000,0 days 00:16:52.912000,,246.0,263.0,,269.0,False,ULTRASOFT,7.0,True,Ferrari,0 days 00:15:54.068000,2018-03-24 06:11:54.233,,,False,,False,False
0 days 00:33:16.093000,VET,5,0 days 00:01:49.029000,8.0,2.0,0 days 00:31:29.782000,,0 days 00:00:40.380000,0 days 00:00:28.379000,0 days 00:00:40.270000,0 days 00:32:07.444000,0 days 00:32:35.823000,0 days 00:33:16.093000,235.0,268.0,302.0,220.0,False,ULTRASOFT,1.0,True,Ferrari,0 days 00:31:27.064000,2018-03-24 06:27:27.229,,,False,,False,False
0 days 00:34:38.738000,VET,5,0 days 00:01:22.645000,9.0,2.0,,,0 days 00:00:27.431000,0 days 00:00:22.398000,0 days 00:00:32.816000,0 days 00:33:43.524000,0 days 00:34:05.922000,0 days 00:34:38.738000,282.0,293.0,305.0,313.0,True,ULTRASOFT,2.0,True,Ferrari,0 days 00:33:16.093000,2018-03-24 06:29:16.258,,,False,,False,False
0 days 00:41:37.677000,VET,5,,10.0,2.0,,0 days 00:36:21.409000,0 days 00:00:35.197000,0 days 00:00:27.184000,,0 days 00:35:13.940000,0 days 00:35:41.955000,,224.0,237.0,,241.0,False,ULTRASOFT,3.0,True,Ferrari,0 days 00:34:38.738000,2018-03-24 06:30:38.903,,,False,,False,False
0 days 00:43:27.754000,VET,5,0 days 00:01:50.077000,11.0,3.0,0 days 00:41:40.618000,,0 days 00:00:41.726000,0 days 00:00:28.110000,0 days 00:00:40.241000,0 days 00:42:19.403000,0 days 00:42:47.513000,0 days 00:43:27.754000,232.0,267.0,305.0,124.0,False,ULTRASOFT,1.0,True,Ferrari,0 days 00:41:37.677000,2018-03-24 06:37:37.842,,,False,,False,False
0 days 00:44:49.698000,VET,5,0 days 00:01:21.944000,12.0,3.0,,,0 days 00:00:27.024000,0 days 00:00:22.131000,0 days 00:00:32.789000,0 days 00:43:54.778000,0 days 00:44:16.909000,0 days 00:44:49.698000,285.0,297.0,302.0,319.0,True,ULTRASOFT,2.0,True,Ferrari,0 days 00:43:27.754000,2018-03-24 06:39:27.919,,,False,,False,False
0 days 00:52:46.935000,VET,5,,13.0,3.0,,0 days 00:46:43.474000,0 days 00:00:38.188000,0 days 00:00:30.233000,,0 days 00:45:28.230000,0 days 00:45:58.332000,,208.0,225.0,,231.0,False,ULTRASOFT,3.0,True,Ferrari,0 days 00:44:49.698000,2018-03-24 06:40:49.863,21,,False,,False,False
0 days 01:04:40.359000,VET,5,,14.0,4.0,0 days 00:52:46.935000,0 days 00:54:36.921000,0 days 00:00:41.997000,0 days 00:00:27.505000,,0 days 00:53:26.220000,0 days 00:53:53.736000,,238.0,268.0,,198.0,False,ULTRASOFT,1.0,True,Ferrari,0 days 00:52:46.935000,2018-03-24 06:48:47.100,125,,False,,False,False
0 days 01:06:29.437000,VET,5,0 days 00:01:49.078000,15.0,5.0,0 days 01:04:43.075000,,0 days 00:00:41.334000,0 days 00:00:27.067000,0 days 00:00:40.677000,0 days 01:05:21.693000,0 days 01:05:48.760000,0 days 01:06:29.437000,235.0,269.0,304.0,205.0,False,ULTRASOFT,1.0,False,Ferrari,0 days 01:04:43.075000,2018-03-24 07:00:43.240,1,,False,,False,False
0 days 01:07:51.522000,VET,5,0 days 00:01:22.085000,16.0,5.0,,,0 days 00:00:27.025000,0 days 00:00:22.261000,0 days 00:00:32.799000,0 days 01:06:56.462000,0 days 01:07:18.723000,0 days 01:07:51.522000,284.0,294.0,302.0,317.0,True,ULTRASOFT,2.0,False,Ferrari,0 days 01:06:29.437000,2018-03-24 07:02:29.602,1,,False,,False,True
0 days 01:11:29.157000,VET,5,,17.0,5.0,,0 days 01:09:27.605000,0 days 00:00:32.802000,0 days 00:00:26.197000,,0 days 01:08:24.338000,0 days 01:08:50.514000,,245.0,261.0,,240.0,False,ULTRASOFT,3.0,False,Ferrari,0 days 01:07:51.522000,2018-03-24 07:03:51.687,1,,False,,False,False
0 days 01:13:20.894000,VET,5,0 days 00:01:51.737000,18.0,6.0,0 days 01:11:31.872000,,0 days 00:00:41.612000,0 days 00:00:28.288000,0 days 00:00:41.837000,0 days 01:12:10.769000,0 days 01:12:39.057000,0 days 01:13:20.894000,232.0,267.0,307.0,197.0,False,ULTRASOFT,1.0,True,Ferrari,0 days 01:11:29.157000,2018-03-24 07:07:29.322,1,,False,,False,False
0 days 01:14:42.732000,VET,5,0 days 00:01:21.838000,19.0,6.0,,,0 days 00:00:27.018000,0 days 00:00:22.129000,0 days 00:00:32.691000,0 days 01:13:47.912000,0 days 01:14:10.041000,0 days 01:14:42.732000,284.0,295.0,306.0,320.0,True,ULTRASOFT,2.0,True,Ferrari,0 days 01:13:20.894000,2018-03-24 07:09:21.059,1,,False,,False,True
0 days 01:17:14.996000,VET,5,,20.0,6.0,,0 days 01:17:14.996000,0 days 00:00:39.386000,0 days 00:00:26.813000,,0 days 01:15:22.231000,0 days 01:15:49.993000,,208.0,245.0,,226.0,False,ULTRASOFT,3.0,True,Ferrari,0 days 01:14:42.732000,2018-03-24 07:10:42.897,12,,False,,False,False
0 days 00:10:51.418000,VER,33,0 days 00:01:52.794000,1.0,1.0,0 days 00:09:01.405000,,0 days 00:00:38.806000,0 days 00:00:29.759000,0 days 00:00:44.229000,0 days 00:09:37.443000,0 days 00:10:07.900000,0 days 00:10:51.741000,254.0,230.0,298.0,213.0,False,ULTRASOFT,1.0,True,Red Bull Racing,0 days 00:09:01.405000,2018-03-24 06:05:01.570,,,False,,False,False
0 days 00:12:15.174000,VER,33,0 days 00:01:23.756000,2.0,1.0,,,0 days 00:00:27.866000,0 days 00:00:22.693000,0 days 00:00:33.197000,0 days 00:11:19.284000,0 days 00:11:41.977000,0 days 00:12:15.174000,277.0,290.0,296.0,309.0,True,ULTRASOFT,2.0,True,Red Bull Racing,0 days 00:10:51.418000,2018-03-24 06:06:51.583,,,False,,False,False
0 days 00:14:27.953000,VER,33,0 days 00:02:12.779000,3.0,1.0,,,0 days 00:00:41.203000,0 days 00:00:34.250000,0 days 00:00:57.326000,0 days 00:12:56.377000,0 days 00:13:30.627000,0 days 00:14:27.953000,157.0,249.0,293.0,256.0,False,ULTRASOFT,3.0,True,Red Bull Racing,0 days 00:12:15.174000,2018-03-24 06:08:15.339,,,False,,False,False
0 days 00:15:51.436000,VER,33,0 days 00:01:23.483000,4.0,1.0,,,0 days 00:00:27.823000,0 days 00:00:22.702000,0 days 00:00:32.958000,0 days 00:14:55.776000,0 days 00:15:18.478000,0 days 00:15:51.436000,278.0,288.0,295.0,306.0,True,ULTRASOFT,4.0,True,Red Bull Racing,0 days 00:14:27.953000,2018-03-24 06:10:28.118,,,False,,False,False
0 days 00:30:45.874000,VER,33,,5.0,1.0,,0 days 00:17:33.667000,0 days 00:00:37.383000,0 days 00:00:27.313000,,0 days 00:16:28.941000,0 days 00:16:56.616000,,231.0,220.0,,230.0,False,ULTRASOFT,5.0,True,Red Bull Racing,0 days 00:15:51.436000,2018-03-24 06:11:51.601,,,False,,False,False
0 days 00:32:33.602000,VER,33,0 days 00:01:47.728000,6.0,2.0,0 days 00:30:48.577000,,0 days 00:00:40.023000,0 days 00:00:27.660000,0 days 00:00:40.045000,0 days 00:31:25.897000,0 days 00:31:53.557000,0 days 00:32:33.602000,211.0,276.0,295.0,208.0,False,SUPERSOFT,1.0,True,Red Bull Racing,0 days 00:30:45.874000,2018-03-24 06:26:46.039,,,False,,False,False
0 days 00:33:56.432000,VER,33,0 days 00:01:22.830000,7.0,2.0,,,0 days 00:00:27.477000,0 days 00:00:22.588000,0 days 00:00:32.765000,0 days 00:33:01.079000,0 days 00:33:23.667000,0 days 00:33:56.432000,282.0,291.0,299.0,304.0,True,SUPERSOFT,2.0,True,Red Bull Racing,0 days 00:32:33.602000,2018-03-24 06:28:33.767,,,False,,False,False
0 days 00:41:13.109000,VER,33,,8.0,2.0,,0 days 00:35:31.548000,0 days 00:00:32.440000,0 days 00:00:26.119000,,0 days 00:34:28.842000,0 days 00:34:55.690000,,239.0,268.0,,256.0,False,SUPERSOFT,3.0,True,Red Bull Racing,0 days 00:33:56.432000,2018-03-24 06:29:56.597,,,False,,False,False
0 days 00:43:05.901000,VER,33,0 days 00:01:52.792000,9.0,3.0,0 days 00:41:15.914000,,0 days 00:00:38.623000,0 days 00:00:28.642000,0 days 00:00:45.527000,0 days 00:41:51.732000,0 days 00:42:20.374000,0 days 00:43:05.901000,246.0,267.0,300.0,217.0,False,SUPERSOFT,1.0,True,Red Bull Racing,0 days 00:41:13.109000,2018-03-24 06:37:13.274,,,False,,False,False
0 days 00:44:28.317000,VER,33,0 days 00:01:22.416000,10.0,3.0,,,0 days 00:00:27.375000,0 days 00:00:22.351000,0 days 00:00:32.690000,0 days 00:43:33.276000,0 days 00:43:55.627000,0 days 00:44:28.317000,281.0,290.0,298.0,312.0,True,SUPERSOFT,2.0,True,Red Bull Racing,0 days 00:43:05.901000,2018-03-24 06:39:06.066,,,False,,False,False
0 days 00:53:15.354000,VER,33,,11.0,3.0,,0 days 00:46:17.478000,0 days 00:00:35.030000,0 days 00:00:30.094000,,0 days 00:45:03.315000,0 days 00:45:33.435000,,180.0,237.0,,254.0,False,SUPERSOFT,3.0,True,Red Bull Racing,0 days 00:44:28.317000,2018-03-24 06:40:28.482,21,,False,,False,False
0 days 01:04:04.320000,VER,33,,12.0,4.0,0 days 00:53:15.354000,0 days 00:55:12.360000,0 days 00:00:40.022000,,,0 days 00:53:51.923000,,,228.0,,,205.0,False,ULTRASOFT,1.0,True,Red Bull Racing,0 days 00:53:15.354000,2018-03-24 06:49:15.519,125,,False,,False,False
0 days 01:06:00.126000,VER,33,0 days 00:01:55.806000,13.0,5.0,0 days 01:04:10.661000,,0 days 00:00:42.728000,0 days 00:00:28.696000,0 days 00:00:44.382000,0 days 01:04:47.048000,0 days 01:05:15.744000,0 days 01:06:00.126000,232.0,232.0,300.0,213.0,False,ULTRASOFT,1.0,True,Red Bull Racing,0 days 01:04:10.661000,2018-03-24 07:00:10.826,1,,False,,False,False
0 days 01:07:22.238000,VER,33,0 days 00:01:22.112000,14.0,5.0,,,0 days 00:00:27.160000,0 days 00:00:22.389000,0 days 00:00:32.563000,0 days 01:06:27.286000,0 days 01:06:49.675000,0 days 01:07:22.238000,280.0,289.0,297.0,309.0,True,ULTRASOFT,2.0,True,Red Bull Racing,0 days 01:06:00.126000,2018-03-24 07:02:00.291,1,,False,,False,True
