Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2026-03-08 04:34:21,Other,TURN 11 INCIDENT INVOLVING CARS 11 (PER) AND 30 (LAW) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,,,,,,21
2026-03-08 04:34:33,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:34:33,,BLUE,Driver,,18,21
2026-03-08 04:35:08,Other,CAR 30 (LAW) TIME 1:29.919 DELETED - TRACK LIMITS AT TURN 3 LAP 16 15:26:58,,,,,,22
2026-03-08 04:36:04,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:36:03,,BLUE,Driver,,11,22
2026-03-08 04:36:20,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:36:20,,BLUE,Driver,,18,22
2026-03-08 04:36:27,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:36:26,,BLUE,Driver,,11,23
2026-03-08 04:36:59,Other,TURN 3 INCIDENT INVOLVING CARS 31 (OCO) AND 10 (GAS) NOTED,,,,,,23
2026-03-08 04:37:32,Other,FIA STEWARDS: TURN 11 INCIDENT INVOLVING CARS 11 (PER) AND 30 (LAW) UNDER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,,,,,,23
2026-03-08 04:37:37,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:37:36,,BLUE,Driver,,11,23
2026-03-08 04:38:30,Other,FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 31 (OCO) AND 10 (GAS) UNDER INVESTIGATION,,,,,,24
2026-03-08 04:39:47,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:39:46,,BLUE,Driver,,11,25
2026-03-08 04:39:56,Other,INCIDENT INVOLVING CAR 31 (OCO) NOTED - DRIVING UNNECESSARILY SLOWLY,,,,,,25
2026-03-08 04:40:49,Other,FIA STEWARDS: TURN 11 INCIDENT INVOLVING CARS 11 (PER) AND 30 (LAW) NO FURTHER ACTION - FORCING ANOTHER DRIVER OFF THE TRACK,,,,,,26
2026-03-08 04:41:47,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:41:46,,BLUE,Driver,,18,26
2026-03-08 04:42:24,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:42:24,,BLUE,Driver,,11,27
2026-03-08 04:42:47,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:42:46,,BLUE,Driver,,18,27
2026-03-08 04:43:19,Other,INCIDENT INVOLVING CAR 11 (PER) NOTED - IGNORING BLUE FLAGS,,,,,,27
2026-03-08 04:44:00,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:43:59,,BLUE,Driver,,11,28
2026-03-08 04:44:40,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:44:39,,BLUE,Driver,,18,28
2026-03-08 04:45:10,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:45:10,,BLUE,Driver,,11,29
2026-03-08 04:46:00,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:45:59,,BLUE,Driver,,43,29
2026-03-08 04:46:04,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:46:03,,BLUE,Driver,,43,29
2026-03-08 04:46:12,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:46:11,,BLUE,Driver,,11,30
2026-03-08 04:46:55,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 31 (OCO) WILL BE INVESTIGATED AFTER THE RACE - DRIVING UNNECESSARILY SLOWLY,,,,,,30
2026-03-08 04:48:24,Flag,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:48:24,,BLUE,Driver,,14,31
2026-03-08 04:48:52,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:48:52,,BLUE,Driver,,43,31
2026-03-08 04:49:32,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:49:31,,BLUE,Driver,,18,32
2026-03-08 04:50:30,Flag,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:50:29,,BLUE,Driver,,14,33
2026-03-08 04:50:30,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:50:29,,BLUE,Driver,,11,33
2026-03-08 04:50:40,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:50:39,,BLUE,Driver,,11,33
2026-03-08 04:50:47,Other,FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 31 (OCO) AND 10 (GAS) NO FURTHER ACTION,,,,,,33
2026-03-08 04:51:23,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:51:22,,BLUE,Driver,,11,33
2026-03-08 04:51:26,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 13,,,,,,33
2026-03-08 04:51:34,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:51:34,,BLUE,Driver,,11,33
2026-03-08 04:51:48,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:51:47,,BLUE,Driver,,18,34
2026-03-08 04:52:20,SafetyCar,VSC DEPLOYED,DEPLOYED,,,,,34
2026-03-08 04:52:20,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,34
2026-03-08 04:52:23,Flag,DOUBLE YELLOW IN TRACK SECTOR 13,,DOUBLE YELLOW,Sector,13.0,,34
2026-03-08 04:52:28,Other,MARSHALS ON TRACK AT TURN 8,,,,,,34
2026-03-08 04:52:37,Flag,DOUBLE YELLOW IN TRACK SECTOR 12,,DOUBLE YELLOW,Sector,12.0,,34
2026-03-08 04:52:55,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,34
2026-03-08 04:52:56,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,34
2026-03-08 04:52:58,SafetyCar,VSC ENDING,ENDING,,,,,34
2026-03-08 04:53:11,Flag,TRACK CLEAR,,CLEAR,Track,,,34
2026-03-08 04:53:12,Flag,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:53:11,,BLUE,Driver,,14,34
2026-03-08 04:53:24,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:53:24,,BLUE,Driver,,43,35
2026-03-08 04:53:27,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) REVIEWED NO FURTHER INVESTIGATION - IGNORING BLUE FLAGS,,,,,,35
2026-03-08 04:53:36,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:53:36,,BLUE,Driver,,23,35
2026-03-08 04:54:34,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:54:34,,BLUE,Driver,,55,35
2026-03-08 04:55:18,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:55:17,,BLUE,Driver,,18,36
2026-03-08 04:55:33,Flag,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:55:32,,BLUE,Driver,,30,36
2026-03-08 04:56:10,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:56:10,,BLUE,Driver,,11,37
2026-03-08 04:56:27,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:56:26,,BLUE,Driver,,11,37
2026-03-08 04:56:33,Flag,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:56:33,,BLUE,Driver,,30,37
2026-03-08 04:57:09,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:57:08,,BLUE,Driver,,43,37
2026-03-08 04:57:39,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:57:39,,BLUE,Driver,,11,38
2026-03-08 05:00:05,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:00:04,,BLUE,Driver,,23,39
2026-03-08 05:01:24,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:01:23,,BLUE,Driver,,55,40
2026-03-08 05:01:43,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:01:42,,BLUE,Driver,,55,41
2026-03-08 05:01:58,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:01:57,,BLUE,Driver,,43,41
2026-03-08 05:02:46,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:02:46,,BLUE,Driver,,23,41
2026-03-08 05:03:10,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:03:10,,BLUE,Driver,,11,42
2026-03-08 05:04:40,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:04:39,,BLUE,Driver,,11,43
2026-03-08 05:07:13,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:07:12,,BLUE,Driver,,11,45
2026-03-08 05:07:53,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:07:53,,BLUE,Driver,,31,45
2026-03-08 05:08:07,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:08:06,,BLUE,Driver,,31,45
2026-03-08 05:08:22,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:08:21,,BLUE,Driver,,11,45
2026-03-08 05:08:38,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:08:37,,BLUE,Driver,,10,46
2026-03-08 05:08:53,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:08:53,,BLUE,Driver,,10,46
2026-03-08 05:10:34,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:10:34,,BLUE,Driver,,55,47
2026-03-08 05:11:10,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:11:10,,BLUE,Driver,,43,47
2026-03-08 05:11:12,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:11:12,,BLUE,Driver,,31,47
2026-03-08 05:11:24,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:11:24,,BLUE,Driver,,55,48
2026-03-08 05:11:42,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:11:41,,BLUE,Driver,,10,48
2026-03-08 05:12:39,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:12:39,,BLUE,Driver,,43,48
2026-03-08 05:13:10,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:13:10,,BLUE,Driver,,11,49
2026-03-08 05:14:14,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:14:14,,BLUE,Driver,,55,50
2026-03-08 05:14:49,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:14:48,,BLUE,Driver,,43,50
2026-03-08 05:15:16,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:15:16,,BLUE,Driver,,43,50
2026-03-08 05:16:17,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:16:16,,BLUE,Driver,,31,51
2026-03-08 05:16:31,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:16:31,,BLUE,Driver,,31,51
2026-03-08 05:16:55,Flag,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:16:54,,BLUE,Driver,,5,52
2026-03-08 05:17:14,Flag,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:17:14,,BLUE,Driver,,31,52
2026-03-08 05:17:16,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:17:15,,BLUE,Driver,,10,52
2026-03-08 05:18:20,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:18:19,,BLUE,Driver,,10,53
2026-03-08 05:18:26,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:18:25,,BLUE,Driver,,10,53
2026-03-08 05:19:24,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:19:24,,BLUE,Driver,,43,53
2026-03-08 05:19:30,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:19:30,,BLUE,Driver,,43,53
2026-03-08 05:19:58,Flag,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 16:19:57,,BLUE,Driver,,41,54
2026-03-08 05:20:18,Flag,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:20:18,,BLUE,Driver,,5,54
2026-03-08 05:21:07,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:21:07,,BLUE,Driver,,43,55
2026-03-08 05:21:17,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:21:16,,BLUE,Driver,,43,55
2026-03-08 05:21:21,Flag,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 16:21:21,,BLUE,Driver,,41,55
2026-03-08 05:21:50,Flag,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:21:49,,BLUE,Driver,,43,55
2026-03-08 05:23:00,Other,CAR 55 (SAI) TIME 1:27.961 DELETED - TRACK LIMITS AT TURN 3 LAP 53 16:21:48,,,,,,56
2026-03-08 05:24:30,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:24:29,,BLUE,Driver,,87,57
2026-03-08 05:24:48,Flag,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 16:24:47,,BLUE,Driver,,30,57
2026-03-08 05:24:54,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:24:53,,BLUE,Driver,,11,57
2026-03-08 05:25:22,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:25:22,,BLUE,Driver,,23,58
2026-03-08 05:25:23,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:25:22,,BLUE,Driver,,11,58
2026-03-08 05:25:51,Flag,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 16:25:50,,BLUE,Driver,,30,58
2026-03-08 05:26:05,Flag,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:26:04,,BLUE,Driver,,87,58
2026-03-08 05:26:07,Flag,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:26:06,,BLUE,Driver,,23,58
2026-03-08 05:26:19,Flag,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:26:18,,BLUE,Driver,,11,58
2026-03-08 05:26:33,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,58
2026-03-08 05:29:56,Other,ALL PASS HOLDERS MAY ACCESS THE PIT LANE,,,,,,58
2026-03-08 05:32:13,Flag,DOUBLE YELLOW IN TRACK SECTOR 19,,DOUBLE YELLOW,Sector,19.0,,58
2026-03-08 05:33:37,Flag,CLEAR IN TRACK SECTOR 19,,CLEAR,Sector,19.0,,58
